axis,severity,arm,auroc,bal_acc,ece,n_recordings,ci_lo,ci_hi,backbone,probe,seed
calibration,1,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
calibration,1,naive,0.872751,0.782063,0.099571,276,0.829091,0.912611,labram,mlp,11
calibration,1.5,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
calibration,1.5,naive,0.876931,0.782698,0.106634,276,0.834651,0.91487,labram,mlp,11
calibration,2,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
calibration,2,naive,0.877937,0.779365,0.109802,276,0.835763,0.915557,labram,mlp,11
montage,bipolar18,canonicalized,0.882169,0.714921,0.214122,276,0.838542,0.921959,labram,mlp,11
montage,bipolar18,naive,0.880741,0.725556,0.210676,276,0.835378,0.92054,labram,mlp,11
montage,full19,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
montage,full19,naive,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
montage,legacy16,canonicalized,0.856878,0.54873,0.368582,276,0.810136,0.900541,labram,mlp,11
montage,legacy16,naive,0.860053,0.546032,0.376253,276,0.815767,0.899807,labram,mlp,11
power_line,0,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
power_line,0,naive,0.878889,0.773333,0.123966,276,0.837168,0.918943,labram,mlp,11
power_line,15,canonicalized,0.89037,0.776667,0.122092,276,0.84766,0.925673,labram,mlp,11
power_line,15,naive,0.834709,0.715556,0.170571,276,0.78194,0.881172,labram,mlp,11
power_line,30,canonicalized,0.88963,0.780635,0.122011,276,0.846716,0.925139,labram,mlp,11
power_line,30,naive,0.816508,0.642857,0.276311,276,0.762632,0.86418,labram,mlp,11
power_line,5,canonicalized,0.890265,0.776667,0.122003,276,0.847501,0.925672,labram,mlp,11
power_line,5,naive,0.864868,0.776984,0.089044,276,0.820668,0.910479,labram,mlp,11
power_line,60,canonicalized,0.888942,0.776667,0.121489,276,0.845765,0.92471,labram,mlp,11
power_line,60,naive,0.711693,0.563492,0.339611,276,0.648299,0.769491,labram,mlp,11
sampling_rate,128,canonicalized,0.797831,0.494127,0.484222,276,0.742737,0.852751,labram,mlp,11
sampling_rate,128,naive,0.790794,0.654762,0.155332,276,0.733751,0.843446,labram,mlp,11
sampling_rate,200,canonicalized,0.893545,0.802222,0.071166,276,0.853643,0.929955,labram,mlp,11
sampling_rate,200,naive,0.849206,0.773175,0.061068,276,0.800361,0.894312,labram,mlp,11
sampling_rate,250,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
sampling_rate,250,naive,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
sampling_rate,256,canonicalized,0.89037,0.78,0.12137,276,0.847352,0.926095,labram,mlp,11
sampling_rate,256,naive,0.88582,0.777778,0.152906,276,0.843594,0.923971,labram,mlp,11
sampling_rate,512,canonicalized,0.89,0.78,0.121612,276,0.846877,0.925731,labram,mlp,11
sampling_rate,512,naive,0.583175,0.487619,0.477809,276,0.521398,0.651495,labram,mlp,11
broadband,-5,canonicalized,0.685185,0.5,0.434589,276,0.621954,0.744684,labram,mlp,13
broadband,-5,naive,0.685185,0.5,0.434589,276,0.621954,0.744684,labram,mlp,13
broadband,0,canonicalized,0.739259,0.5,0.413366,276,0.684966,0.79593,labram,mlp,13
broadband,0,naive,0.739259,0.5,0.413366,276,0.684966,0.79593,labram,mlp,13
broadband,10,canonicalized,0.809365,0.628095,0.286216,276,0.758536,0.858944,labram,mlp,13
broadband,10,naive,0.809365,0.628095,0.286216,276,0.758536,0.858944,labram,mlp,13
broadband,20,canonicalized,0.869841,0.739683,0.17875,276,0.829045,0.907684,labram,mlp,13
broadband,20,naive,0.869841,0.739683,0.17875,276,0.829045,0.907684,labram,mlp,13
broadband,5,canonicalized,0.774974,0.533333,0.361183,276,0.722057,0.829127,labram,mlp,13
broadband,5,naive,0.774974,0.533333,0.361183,276,0.722057,0.829127,labram,mlp,13
calibration,0.5,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
calibration,0.5,naive,0.884021,0.792063,0.104315,276,0.845128,0.924286,labram,mlp,13
calibration,0.75,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
calibration,0.75,naive,0.886614,0.792698,0.114216,276,0.848198,0.925472,labram,mlp,13
calibration,1,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
calibration,1,naive,0.889312,0.793333,0.119123,276,0.851315,0.927587,labram,mlp,13
calibration,1.5,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
calibration,1.5,naive,0.89127,0.797937,0.124373,276,0.852837,0.929907,labram,mlp,13
calibration,2,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
calibration,2,naive,0.891323,0.797937,0.126737,276,0.853315,0.930001,labram,mlp,13
montage,bipolar18,canonicalized,0.856349,0.558095,0.33413,276,0.809828,0.902224,labram,mlp,13
montage,bipolar18,naive,0.854603,0.551429,0.333352,276,0.807194,0.89932,labram,mlp,13
montage,full19,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
montage,full19,naive,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
montage,legacy16,canonicalized,0.856561,0.506032,0.445216,276,0.807164,0.896673,labram,mlp,13
montage,legacy16,naive,0.855132,0.506667,0.452444,276,0.809087,0.896101,labram,mlp,13
power_line,0,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
power_line,0,naive,0.895132,0.799206,0.124061,276,0.859311,0.932545,labram,mlp,13
power_line,15,canonicalized,0.903651,0.806508,0.123662,276,0.867373,0.938472,labram,mlp,13
power_line,15,naive,0.761693,0.675873,0.223659,276,0.697284,0.818415,labram,mlp,13
power_line,30,canonicalized,0.903439,0.806508,0.123717,276,0.867,0.938418,labram,mlp,13
power_line,30,naive,0.742381,0.55619,0.365569,276,0.681942,0.798783,labram,mlp,13
power_line,5,canonicalized,0.903545,0.806508,0.122837,276,0.867012,0.938361,labram,mlp,13
power_line,5,naive,0.863915,0.788254,0.090711,276,0.819462,0.9098,labram,mlp,13
power_line,60,canonicalized,0.903069,0.809841,0.123481,276,0.866327,0.937996,labram,mlp,13
power_line,60,naive,0.648783,0.515873,0.425213,276,0.579201,0.708893,labram,mlp,13
sampling_rate,128,canonicalized,0.833122,0.5,0.514616,276,0.784265,0.882138,labram,mlp,13
sampling_rate,128,naive,0.848783,0.634921,0.252887,276,0.798922,0.895161,labram,mlp,13
sampling_rate,200,canonicalized,0.898307,0.816667,0.086399,276,0.863119,0.935769,labram,mlp,13
sampling_rate,200,naive,0.842063,0.749683,0.086702,276,0.794335,0.889791,labram,mlp,13
sampling_rate,250,canonicalized,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
sampling_rate,250,naive,0.903492,0.806508,0.122812,276,0.866959,0.93831,labram,mlp,13
sampling_rate,256,canonicalized,0.903598,0.809841,0.122315,276,0.866864,0.938467,labram,mlp,13
sampling_rate,256,naive,0.89672,0.801111,0.15076,276,0.859181,0.934978,labram,mlp,13
sampling_rate,512,canonicalized,0.903545,0.80254,0.122602,276,0.866898,0.93847,labram,mlp,13
sampling_rate,512,naive,0.613968,0.491429,0.515875,276,0.549536,0.680056,labram,mlp,13
broadband,-5,canonicalized,0.690688,0.5,0.505833,276,0.630775,0.748635,labram,mlp,7
broadband,-5,naive,0.690688,0.5,0.505833,276,0.630775,0.748635,labram,mlp,7
broadband,0,canonicalized,0.734603,0.5,0.497925,276,0.67862,0.791968,labram,mlp,7
broadband,0,naive,0.734603,0.5,0.497925,276,0.67862,0.791968,labram,mlp,7
broadband,10,canonicalized,0.802698,0.536667,0.421177,276,0.747882,0.854234,labram,mlp,7
broadband,10,naive,0.802698,0.536667,0.421177,276,0.747882,0.854234,labram,mlp,7
broadband,20,canonicalized,0.829101,0.649524,0.280755,276,0.779733,0.873388,labram,mlp,7
broadband,20,naive,0.829101,0.649524,0.280755,276,0.779733,0.873388,labram,mlp,7
broadband,5,canonicalized,0.769841,0.5,0.473119,276,0.714755,0.827749,labram,mlp,7
broadband,5,naive,0.769841,0.5,0.473119,276,0.714755,0.827749,labram,mlp,7
calibration,0.5,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
calibration,0.5,naive,0.87672,0.78381,0.05694,276,0.832114,0.916149,labram,mlp,7
calibration,0.75,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
calibration,0.75,naive,0.879206,0.789048,0.068194,276,0.836401,0.918417,labram,mlp,7
calibration,1,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
calibration,1,naive,0.881799,0.800952,0.060213,276,0.838991,0.919644,labram,mlp,7
calibration,1.5,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
calibration,1.5,naive,0.882804,0.805556,0.060501,276,0.840713,0.920541,labram,mlp,7
calibration,2,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
calibration,2,naive,0.883016,0.802222,0.062558,276,0.840525,0.921008,labram,mlp,7
montage,bipolar18,canonicalized,0.885979,0.65746,0.273707,276,0.844279,0.925608,labram,mlp,7
montage,bipolar18,naive,0.885291,0.650794,0.270449,276,0.84353,0.924606,labram,mlp,7
montage,full19,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
montage,full19,naive,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
montage,legacy16,canonicalized,0.837302,0.546667,0.394535,276,0.787669,0.88172,labram,mlp,7
montage,legacy16,naive,0.837619,0.536667,0.407447,276,0.788353,0.879323,labram,mlp,7
power_line,0,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
power_line,0,naive,0.879735,0.794762,0.090036,276,0.837235,0.919259,labram,mlp,7
power_line,15,canonicalized,0.89,0.805397,0.08698,276,0.850403,0.925821,labram,mlp,7
power_line,15,naive,0.806931,0.67127,0.238222,276,0.747353,0.857159,labram,mlp,7
power_line,30,canonicalized,0.889577,0.805397,0.08699,276,0.849679,0.925663,labram,mlp,7
power_line,30,naive,0.79836,0.55619,0.351074,276,0.74169,0.848419,labram,mlp,7
power_line,5,canonicalized,0.889735,0.805397,0.086931,276,0.849679,0.925456,labram,mlp,7
power_line,5,naive,0.86,0.781905,0.046563,276,0.81407,0.904507,labram,mlp,7
power_line,60,canonicalized,0.889259,0.805397,0.085947,276,0.849455,0.925398,labram,mlp,7
power_line,60,naive,0.682963,0.515873,0.401471,276,0.617385,0.744509,labram,mlp,7
sampling_rate,128,canonicalized,0.813968,0.514127,0.418979,276,0.763122,0.864508,labram,mlp,7
sampling_rate,128,naive,0.800053,0.728889,0.112459,276,0.744548,0.852079,labram,mlp,7
sampling_rate,200,canonicalized,0.901376,0.816349,0.054192,276,0.866078,0.93588,labram,mlp,7
sampling_rate,200,naive,0.845026,0.78127,0.041231,276,0.792796,0.888575,labram,mlp,7
sampling_rate,250,canonicalized,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
sampling_rate,250,naive,0.88963,0.805397,0.086971,276,0.849515,0.925399,labram,mlp,7
sampling_rate,256,canonicalized,0.890159,0.80873,0.090349,276,0.849889,0.925931,labram,mlp,7
sampling_rate,256,naive,0.885344,0.796667,0.106323,276,0.844933,0.922975,labram,mlp,7
sampling_rate,512,canonicalized,0.89,0.802063,0.085426,276,0.849939,0.925926,labram,mlp,7
sampling_rate,512,naive,0.625608,0.496825,0.456481,276,0.563097,0.69064,labram,mlp,7
